file,title,page_url,download_url,mime,licence,credit
aiga_leftanddownarrow.png,File:Aiga leftanddownarrow.svg,https://commons.wikimedia.org/wiki/File:Aiga_leftanddownarrow.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/Aiga_leftanddownarrow.svg/960px-Aiga_leftanddownarrow.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,see below.
aiga_leftarrow.png,File:Aiga leftarrow.svg,https://commons.wikimedia.org/wiki/File:Aiga_leftarrow.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Aiga_leftarrow.svg/960px-Aiga_leftarrow.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,see below.
aiga_forwardandleftarrow.png,File:Aiga forwardandleftarrow.svg,https://commons.wikimedia.org/wiki/File:Aiga_forwardandleftarrow.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Aiga_forwardandleftarrow.svg/960px-Aiga_forwardandleftarrow.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,see below.
bsicon_lbus_white.png,File:BSicon lBUS white.svg,https://commons.wikimedia.org/wiki/File:BSicon_lBUS_white.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/BSicon_lBUS_white.svg/960px-BSicon_lBUS_white.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,File:Aiga bus trans.svg
bsicon_lbus.png,File:BSicon lBUS.svg,https://commons.wikimedia.org/wiki/File:BSicon_lBUS.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/82/BSicon_lBUS.svg/960px-BSicon_lBUS.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,File:Aiga bus trans.svg
bsicon_passport.png,File:BSicon PASSPORT.svg,https://commons.wikimedia.org/wiki/File:BSicon_PASSPORT.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/BSicon_PASSPORT.svg/960px-BSicon_PASSPORT.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,Own work
bsicon_rentalcar.png,File:BSicon RENTALCAR.svg,https://commons.wikimedia.org/wiki/File:BSicon_RENTALCAR.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/BSicon_RENTALCAR.svg/960px-BSicon_RENTALCAR.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,Own work
smoking_aiga_symbol.png,File:Smoking AIGA symbol.svg,https://commons.wikimedia.org/wiki/File:Smoking_AIGA_symbol.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/Smoking_AIGA_symbol.svg/960px-Smoking_AIGA_symbol.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,
toilet_women.png,File:Toilet women.svg,https://commons.wikimedia.org/wiki/File:Toilet_women.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/Toilet_women.svg/960px-Toilet_women.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,CC BY 2.5,Own work
toilets_unisex.png,File:Toilets unisex.svg,https://commons.wikimedia.org/wiki/File:Toilets_unisex.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/Toilets_unisex.svg/960px-Toilets_unisex.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,"It is copyright-free, and is available here. Converted from EPS to SVG."
translink_qld_bus_icon_with_roundel_2022.png,File:Translink Qld bus icon with roundel 2022.svg,https://commons.wikimedia.org/wiki/File:Translink_Qld_bus_icon_with_roundel_2022.svg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Translink_Qld_bus_icon_with_roundel_2022.svg/960px-Translink_Qld_bus_icon_with_roundel_2022.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,image/svg+xml,Public domain,https://jp.translink.com.au/
